User Query,Keywords,Extracted Sentences,Chunk Context,Page,Heading,Document,BM25 Score,TF-IDF Score,Combined Lexical Score,Semantic Score,Dense Score,Neural Score,Neural Enhanced Score,Context Score,Final Enhanced Score,Sentence Similarity,Ultimate Score
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"To sustain our progress, we renewed our 
EPIC pledge in 2023 with aspirational 
goals for 2027. These are: to maintain 
gender-balanced representation in 
management; to review our human 
resources practices beyond base pay to 
eliminate any further potential sources of 
bias from the system; and to make the 
requirements of the new EU Pay 
Transparency Directive our global 
minimum standard for pay equity and pay 
transparency reporting. Novartis is a member of the International 
Labour Organization Global Business and 
Disability Network and the Valuable 500, 
promoting inclusion for people with 
disabilities in the workplace. We also 
collaborate with international partners, 
such as Disability:IN, Purple Space and 
Business Disability Forum, to identify and 
develop best practice solutions to enable 
people with disabilities to participate as 
equal members of our organization. Examples of this work include increasing 
physical and digital accessibility while 
integrating disabilit",35,,page35_chunk001,34.8716,0.0399,0.4222,0.5494,0.5112,-11.0001,-6.4057,0.1,-6.3857,0.0,-6.3857
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Royalty income 
earned from a license is recognized when the underly-
ing sales have occurred. Milestone income is recognized 
at the point in time when it is highly probable that the rel-
evant milestone event criteria are met, and the risk of 
reversal of revenue recognition is remote. “Other reve-
nue” also includes revenue from activities such as man-
ufacturing or other services rendered, to the extent such 
revenue is not recorded under net sales, and is recog-
nized when control transfers to the third party and our 
performance obligations are satisfied. Research and development
Internal research and development (R&D) costs are fully 
charged to “Research and development” in the consol-
idated income statement in the period in which they are 
incurred. The Company considers that regulatory and 
other uncertainties inherent in the development of new 
products preclude the capitalization of internal develop-
ment expenses as an intangible asset until marketing 
approval from a reg",182,,page182_chunk002,18.5493,0.0213,0.2247,0.4912,0.4112,-10.9372,-6.4192,0.1,-6.3992,0.0,-6.3992
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The 
claims are being vigorously contested. Lucentis/Avastin® matters
In 2019, the French Competition Authority (FCA) issued 
a Statement of Objections against Novartis entities, 
alleging anti-competitive practices on the French mar-
ket for anti-vascular endothelial growth factor treat-
ments for wet age-related macular degeneration from 
2008 to 2013. In 2020, the FCA issued a decision find-
ing that the Novartis entities had infringed competition 
law by abusing a dominant position and imposing a fine 
equivalent to approximately USD 452 million. Novartis 
paid the fine, again subject to recoupment, and appealed 
the FCA’s decision. In February 2023, the Paris Court of 
Appeal (Court) overturned the FCA’s decision which trig-
gered the reimbursement of the originally paid fine 
(recorded as “Other income” in the Company’s consoli-
dated income statement), and, in March 2023, the FCA 
appealed the Court’s decision. Novartis is the subject of similar investigations and 
proceedings i",216,,page216_chunk001,34.7204,0.0526,0.4388,0.4856,0.4716,-11.0124,-6.4225,0.1,-6.4025,0.0,-6.4025
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"We have strengthened our internal organization to streamline and focus decision-making by 
creating a new Strategy & Growth function, single business development teams, and leadership 
teams for each of our core therapeutic areas. We have also implemented a single framework for 
portfolio assessment and prioritization. Key products 
and commercial 
priorities
Delivering on our growth targets requires us to focus on priority brands and markets to 
support new launches and overcome potential barriers to the uptake of new medicines. This 
could be impacted by several factors, including (but not limited to) competitive pressures, 
changes in the prescribing habits of healthcare professionals, and slower than expected 
adoption after launch. Our commercial success depends, among other things, on effective 
transition of assets from development to launch, and sufficient market insight in pipeline and 
commercialization decisions. We operate in competitive and rapidly changing markets and 
co",54,,page54_chunk003,28.2991,0.0299,0.3391,0.5434,0.4821,-11.0313,-6.4423,0.1,-6.4223,0.0,-6.4223
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Main policies
We set minimum, mandatory requirements 
for the management of water, waste, 
wastewater and pharmaceuticals in the 
environment. Each part of the organization 
1	 Assessed for water stress, cyclones, flooding, and drought
2	 Using the University of Notre Dame Global Adaptation Initiative (ND-GAIN, 2023) Country Index and an asset tangibility indicator from the OECD (2021) to proxy sector-level vulnerability to physical hazards based on industries’ dependence on physical assets
3	 Based on 2023 data
 
Anticipated financial effects from physical risks on our own operations1
	
2025	 	
2030	 	
2050	 	
	
Acute physical risk effects	
	 	
	 	
	 	
	
PPE exposed [mUSD]	
37.5–38.6	 	
38.5–40.3	 	
43.6–44.8	 	
∆	
PPE exposed [%] 2	
0.4	 	
0.4	 	
0.5	 	
∆	
Inventories exposed [mUSD]	
21.9–22.1	 	
22.3–22.4	 	
23.4–24.0	 	
∆	
Inventories exposed [%] 3 0.4	 	
0.4	 	
0.4	 	
∆	
Revenue exposed [mUSD]	
40.8–59.8	 	
57.4–82.2	 	188.6–228.3	 	
	
Revenue exposed [%] 4	
0.1	 	
0.1–0.2	 	
0.4–",30,,page30_chunk003,14.8211,0.0151,0.1767,0.4872,0.3941,-10.9589,-6.4425,0.1,-6.4225,0.0,-6.4225
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Where feasible, we also use 
tiered pricing models to ensure 
affordability across diverse geographies 
and patient populations. Intellectual property 
Intellectual property (IP) rights are critical 
to our business as they safeguard the 
innovation and investment behind our 
research, development, manufacturing 
and marketing efforts. Strong IP protections incentivize 
innovators to pursue local regulatory 
approvals, a prerequisite for selling 
medicines in most markets. As a founding 
member and signatory of the IP principles 
for Advancing Cures and Therapies, we 
support thoughtful and balanced 
approaches to patent practices that aim to 
promote innovation while addressing 
global healthcare needs. To ensure more patients have the potential 
to benefit from our medicines, we do not 
seek to enforce patents in least developed 
countries (LDCs, as designated by the 
United Nations), low-income countries 
(LICs, as designated by the World Bank), 
or in around 80% of low- and middle-",41,,page41_chunk001,12.6296,0.0128,0.1506,0.5175,0.4074,-10.9876,-6.4589,0.1,-6.4389,0.0,-6.4389
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"safer, healthier, more inclusive working environment Explain our strategy, performance, growth outlook, pipeline, risk management and approach to ESG; maintain engagement with international capital markets Collaborate to accelerate R&D and support growth; obtain supplies Strengthen corporate reputation as a trusted partner; support business growth and mitigate risks; foster an environment conducive to innovation; expand access to medicines Dedicated teams; partnerships with patient organizations; post-trial access, managed access and patient support programs Regular contact with HCPs and payers; dedicated online platforms; conferences; training; health system strengthening initiatives Meetings and events; quarterly surveys; evaluations, training and feedback; discussions with employee representatives and unions Meetings with portfolio managers, stewardship teams and analysts; conferences, roadshows and presentations; focus on top 100 investors comprising around 60% of shares Network of",17,,page17_chunk002,47.1467,0.0418,0.5534,0.5511,0.5518,-11.1347,-6.4599,0.1,-6.4399,0.0,-6.4399
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,"Performance against ESG-related targets, 
including those on climate and nature, is 
integrated in the Executive Committee’s 
compensation system as one of four 
equally weighed strategic objectives that 
account for 40% of the 2024 Annual 
Incentive.","Performance against ESG-related targets, 
including those on climate and nature, is 
integrated in the Executive Committee’s 
compensation system as one of four 
equally weighed strategic objectives that 
account for 40% of the 2024 Annual 
Incentive. For further information on 
corporate governance, see page 48.
Climate
Impact and risk management
Climate change affects the planet and 
human health while presenting various 
risks and opportunities for our business. We have incorporated the recommendations 
of the Task Force on Climate-related 
Financial Disclosures (TCFD) to 
strengthen climate governance, strategy 
and risk management processes, and to 
measure progress with relevant metrics 
and targets that align with our approach.1 
Climate change has triggered, and may 
continue to trigger, the adoption of new 
regulatory requirements across the globe, 
as well as rapidly evolving societal 
expectations. Consistent with the goal of 
the Paris Agreement to limit the global 
tempera",25,,page25_chunk001,31.1884,0.0295,0.3687,0.5196,0.4744,-10.069,-5.8637,0.1,-5.8437,0.5171,-6.448
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"The estimates used in calculating the net present val-
ues are highly sensitive and depend on assumptions spe-
cific to the nature of the Company’s activities with regard 
to:
•	 Amount and timing of projected future cash flows
•	 Sales forecasts 
•	 Actions of competitors (launch of competing products, 
marketing initiatives, etc.) • Sales erosion rates after the end of a patent, loss of exclusivity or other intellectual property rights protec- tion, and timing of the entry of generic competition • Outcome of research and development activities (com- pound efficacy, results of ­clinical trials, etc.) • Amount and timing of projected costs to develop IPR&D into ­commercially viable products • Profit margins • Probability of obtaining regulatory approval • Future tax rate • Appropriate terminal growth/decline rate • Appropriate discount rate Generally, for intangible assets with a definite useful life, Novartis uses cash flow projections for the whole useful life of these assets. For go",179,,page179_chunk002,27.5576,0.0345,0.338,0.5212,0.4663,-11.1228,-6.5019,0.2,-6.4619,0.0,-6.4619
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"Additionally, we provide training for 
employees in R&D to ensure the inclusion 
of underrepresented populations in clinical 
trials, reinforcing our commitment to 
developing medicines that serve the 
broadest range of patients worldwide. Access strategy for new product 
launches
For each new product launch, we work to 
address non-clinical barriers that may 
hinder adoption and uptake. By Access to medicines performance indicators 2024 2023 2022 Patients reached (millions) Patients reached 1 296 284 267 Innovation Submissions (US, EU, Japan, China) 2 29 18 24 Approvals (US, EU, Japan, China) 2 20 22 23 New molecular entity (NME) approvals 3 0 1 1 1 Patients reached via third-party sales with the exclusion of contract manufacturing organization and contract manufacturing Sandoz brands, radioligand therapy brands and volumes for patients reached through donations, patient support programs, access foundations and samples 2 Includes small molecules or biologics; new fixed-dose combinatio",40,,page40_chunk003,24.72,0.025,0.2945,0.5245,0.4555,-11.0825,-6.4857,0.1,-6.4657,0.0,-6.4657
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"In addition, failure to 
successfully implement new technologies such as AI may put us at a competitive disadvantage 
and impact our productivity and pipeline value. Increasingly, companies are being judged by their performance on environmental, social and 
governance (ESG) matters. Topics related to large societal changes such as climate change 
are increasingly important to a wide range of our stakeholders. Failing to meet our ESG 
commitments could adversely affect our reputation, recruitment, retention, operations, financial 
performance, and share price. As part of our strategy, we may acquire and divest products or entire businesses and form 
strategic alliances and collaborations to strengthen our pipeline of new medicines and help 
sustain long-term growth. The market for biologics and new technology platforms within our 
core therapeutic areas is highly competitive and there is a risk we will miss out on opportunities 
or be unable to fully realize the strategic benefits of th",54,,page54_chunk001,27.1595,0.0292,0.3262,0.5754,0.5006,-11.0782,-6.4666,0.0,-6.4666,0.0,-6.4666
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"In July 2024, we introduced the Anti-Fraud 
Policy to reinforce our commitment not to 
tolerate any form of fraud. This policy 
follows the Committee of Sponsoring 
Organizations of the Treadway Commission 
(COSO) Fraud Risk Management Guide 
that has a broad approach to fraud. In November 2024, we introduced the 
Ethical use of Data & Technology Policy 
with a communication campaign and 
mandatory training. In 2024, Novartis did not experience any 
material cybersecurity incidents. An update of our Business Continuity 
Management (BCM) and Novartis 
Emergency Management (NEM) 
Handbook provides our employees with 
additional details and guidance on how 
to implement BCM and NEM across 
Novartis. It helps us to ensure an 
uninterrupted supply of key products and 
services and to secure our key assets 
and business processes. In 2024, we updated the Internal Review 
Committee Handbook, the Investigations 
Handbook and the SpeakUp Guidance. Grievance indicators 1	
2024	 	
2023	 	
2022	
T",44,,page44_chunk003,23.8449,0.0116,0.2662,0.5009,0.4305,-11.0776,-6.4931,0.1,-6.4731,0.0,-6.4731
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"In the production phase, 
we ensure product quality from raw 
material sampling and testing to 
packaging, testing and distribution of 
finished goods. We also work to identify 
and combat falsified medicines, which can 
pose a serious threat to human health. Product quality
To ensure product quality, we maintain a 
robust quality management system for our 
medicines in full compliance with 
requirements from health authorities and 
other regulators. We have licenses and relevant Inter­
national Organization for Standardization 
(ISO) and Good Practice (GxP) certificates 
for all our activities, including clinical trials, 
manufacturing, medical devices, supply, 
warehouse and distribution operations. The licenses are typically issued after 
inspections by regulators such as the 
US Food and Drug Administration (FDA), 
the European Medicines Agency (EMA), 
Swissmedic, the Japanese Pharma­
ceuticals and Medical Devices Agency 
(PMDA) and the World Health 
Organization (WHO). Health auth",38,,page38_chunk002,19.5968,0.0259,0.2423,0.4988,0.4218,-11.0708,-6.4942,0.1,-6.4742,0.0,-6.4742
To what extent does the organization use gamification and/or incentive competitions?,Advocacy; Brand advocacy; Brand loyalty; Coding competitions; Corporate platforms; Customer loyalty; Customer quests; Digital platforms; Employee advocacy; Employee platforms; Engagement; Game mechanics; Game-based learning; Gamification; Hackathons; Incentives; Innovation events; Involvement; Learning innovation; Loyalty; Motivators; Participation; Rewards; User challenges; alignment; business; business processes; challenges; clients; company; competition-based incentives; competitive elements; consistency; constituents; contests; core processes; corporation; customer loyalty; customers; effectiveness; efficiency; embedding; employee incentives; employees; enterprise; game elements; game mechanics; game-based learning; game-based strategies; game-based systems; gamification; gamification initiatives; gamified performance systems; implementation; incentive competitions; incentive contests; incentives; incorporating; innovation competitions; innovation contests; integrating; integration; leaderboards; loyalty programs; motivation programs; operational efficiency; optimal effectiveness; optimal efficiency; optimization; organization; partners; performance effectiveness; process integration; ranking systems; referral competitions; referral programs; reward-based competitions; rewards; scalability; scalable initiatives; scalable solutions; staff; staff rewards; stakeholders; strategic integration; strategy; supplier ratings; suppliers; vendor evaluations; vendors; workforce,No relevant sentences found,"These advances highlight the 
importance of investment in 
R&D, including in next-
generation technologies such 
as radioligand therapies and 
gene and cell therapies. Demand for medicines in 
areas such as cancer, 
cardiovascular disease and 
immunology continues to grow 
in key markets. The US and EU 
markets are expanding. China 
is growing rapidly, while 
spending in Japan is forecast 
to remain stable. In many countries, healthcare 
systems are under pressure. Long-term factors such as 
aging and lifestyle changes 
have led to a significant rise in 
noncommunicable illnesses 
such as cancer, diabetes and 
heart disease. Across the biopharmaceutical 
industry, we are beginning to 
realize the benefits of new 
technologies such as AI in 
automating processes and 
generating insights that could 
help us design new 
compounds, predict drug 
safety or speed up drug 
discovery. The extent to which 
companies can harness this 
potential will depend on their 
ability to aggregate and 
ana",12,,page12_chunk002,18.1984,0.0204,0.2197,0.5035,0.4183,-11.0827,-6.505,0.1,-6.485,0.0,-6.485
