User Query,Extracted Sentences,Chunk Context,Page,Document,Methods,Fused Score,Semantic Similarity,Final Score,Original Score,Context Score
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"- Reliance collaborates with its contractors and suppliers to build contractor capacity, invest in R\&D, ensure business continuity through suppliers' new generation leaders, and establish long-term agreements.
- Reliance is also building business continuity with its suppliers' new generation leaders who are keen on digital initiatives and support the Company's current roll-out plans.
- Long-term agreements have been established with packaging suppliers to reduce system costs, including joint programmes with vendors to develop new products that offer alternate grades, lower dosage, and better product quality.
- These collaborative efforts aim to build trust and establish long-term partnerships with contractors and suppliers to achieve the Company's business objectives.","Supplier Collaboration: Reliance collaborates with its contractors and suppliers to build contractor capacity, invest in R\&D, ensure business continuity through suppliers' new generation leaders, and establish long-term agreements. Major OEM contractors have established new skill development centres for Hazira,

Dahej and Vadodara, and have operationalised their skill centre in Jamnagar to cater to the Company's skilled resource requirements Mechanical maintenance contractors have arranged train-the-trainer sessions through OEMs. In addition, contractors are investing in research and development (R\&D) to continuously develop new tools, clamp design, and standard operating procedures to increase productivity and reduce lead times. Reliance is also building business continuity with its suppliers' neangeneration leaders who are keen on digital initiatives and support the Company's current roll-out plans Long-term agreements have been established with packaging suppliers to reduce system costs, including joint programmes with vendors to develop new products that offer alternate grades, lower dosage, and better product quality. Reliance is capturing the risk of high spend critical OEM service providers across business continuity, compliance, and financial risk. These collaborative efforts aim to build trust and establish long-term partnerships with contractors and suppliers to achieve the Company's business objectives. ## Make in India and Development

of India's Engineering Talent: Reliance has taken several initiatives to promote local sourcing and indigenisation of its supply chain. These include the replacement of imported Spin Finish oil with in-house recipes and indigenous manufacture, and development of alternate lubricity additive from a local source for the refinery. Reliance has also onboarded local suppliers to de-risk single source overseas suppliers and developed local integrators to supply low spend spares/consumables currently supplied by multiple tail spend vendors. ## Launch of Digital Platform

Applications for Procurement and Contracts: Reliance has launched a digital Procurement and Contracts (PRC) platform that uses Industry 4.0
technologies to streamline end-to-end procurement processes. The platform includes several applications such as SourcingFirst, SupplierFirst, WellSpent and BuyerFirst, which ensure compliance with the Company's sourcing policy, provide real-time visibility of the sourcing cycle, and minimise risk. The PRC platform has developed multiple digital tools that enhance efficiency and address digital challenges faced by both buyers and suppliers. One such tool is the Automated Measurement Sheet (Green Channel), which considerably reduces invoicing lead time. This enables suppliers/contractors to receive quicker payment and better payment visibility. It also helps Reliance and its suppliers/ contractors to reduce paper usage and manual labor.",112,ril_pdf_pages_semantic_p112_c1,"BM25, TF-IDF",0.03159203980099502,0.5679906606674194,0.0495360233593936,8.591170211698124,2
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"The Company has implemented a globally benchmarked Health, Safety, and Environment (HSE) framework across all sites, services, and offices. | The Company's HSE policy complies with statutory requirements and covers all its employees and contractors.","INTEGRATED APPROACH TO SUSTAINABLE GROWTH
Human Capital

| Parameter | ODC and EBP* |  | Retail* |  |  |
| :--: | :--: | :--: | :--: | :--: | :--: |
| Number of employees | 27,077 | 95,326 | 2,45,581 |  | 3,89,414 |
| Number of new hires | 5,692 | 70,498 | 1,79,971 | | 2,62,558 |
| Number of voluntary separations | 2,742 | 41,898 | 1,19,229 | | 1,67,391 |
| Differently abled employees | 47 | - | 1,583 |  | 1,646 |
| Number of female employees | 2,094 | 9,989 | 37,706 | | 74,492 | | Paternity leaves taken by employees | 581 | 3,328 | 1,729 | | 6,016 |
| Employees back in the same year after Paternity leave | 548 | 3,272 | 1,503 |  | 5,878 |
| Maternity leave taken by employees | 54 | 467 | 428 |  | 1,040 |
| Employees back in the same year after Maternity leave | 53 | 447 | 354 | | 932 |
| Total person-hours of training | 13,04,549 | 1,43,49,839 | 1,38,18,040 |  | 2,95,98,180 | * CDC and EBP includes RIL Standalone and other Hydrocarbon entities. ** Conviolated data for the Group includes ODC, EBP, 3 ss, Retail, Media and other operations. $\dagger$ The Retail data is for an old employees only.


## Health, Safety and

Employee Well-being
Reliance prioritises protecting, promoting, and enhancing employee wellbeing. The statement ""Safety of persons overrides all production targets"" emphasises the importance the Company places on the safety and wellbeing of its human capital. Reliance has a goal of zero incidents and believes all injuries, occupational illnesses, and safety and environmental incidents are preventable. Reliance recognises healthy and safe working conditions as a human right and adheres to all local and national health and safety regulations. The Company has implemented a globally benchmarked Health, Safety, and Environment (HSE) framework across all sites, services, and offices. The Company's HSE policy complies with statutory requirements and covers all its employees and contractors. The policy terms are implemented through a systematic Operating Management System (OMS) that promotes execution excellence and compliance to manage Health, Safety, Security and Environment (HSSE) risks in daily operations. Implementing a standardised risk management process through the OMS has improved risk awareness and understanding among asset-facing personnel, who can now manage operational risks in real-time.",94,ril_pdf_pages_semantic_p94_c0,"BM25, TF-IDF",0.03278688524590164,0.5659071207046509,0.05134121707228364,11.527984040697634,4
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"RIL's control framework for road transportation has matured over a period of time and is run in collaboration with contractors. The contractors are supported by the Company through capacity building for their drivers in areas such as defensive driving, route hazard mapping and real time tracking. A dedicated state-of-the-art emergency response centre provides emergency response and incident management to transporters.","Retail Business was also conferred with ""Road safety award"" Gold with 4 stars at $7^{\text {th }}$ OHSSAI HSE Excellence and Sustainability Awards for demonstrating a strong commitment to good road safety management programs and ""Best ESG Initiative to Improve Employee Development"" at $2^{\text {nd }}$ ESG Summit and Awards 2022.

## Safety and Environmental Risks during Transportation Impact on: 1) all businesses

## Risk Description

RIL transports significant volume of crude oil \& petroleum products on ocean-going tankers with attendant risks like HSE incidents, oil spills, etc. RIL also faces fires, explosion and other personal \& process safety incidents besides risks arising from natural disasters, extreme weather, human error, etc. which could lead to loss of containment of hazardous materials, etc. RIL operates a fleet of tugs, port service vessels and operations of port and terminal infrastructure and is exposed to a complex and diverse range of marine risks, with respect to exploration vessels, oil tankers, chemical tankers, gas tankers, and dry cargo vessels. ## Risk Response

RIL has instituted a suitable vessel vetting, incident monitoring and emergency response system. A third party vetting system provides a clear picture of the vessel quality based on extensive data analysis. Periodic vendor management audits are carried out for Time Charter and STS service providers in accordance with the Marine Assurance Framework. Emergency Response system has been tried out in real scenario and found to be adequate. Incident Management includes root cause analysis and ensuring ship-owners' addressal of the same. The data is further used in assisting legal/ operations matter in case of any potential losses to RIL as a result of the incident. RIL's control framework for road transportation has matured over a period of time and is run in collaboration with contractors. The contractors are supported by the Company through capacity building for their drivers in areas such as defensive driving, route hazard mapping and real time tracking. A dedicated state-of-the-art emergency response centre provides emergency response and incident management to transporters.",70,ril_pdf_pages_semantic_p70_c2,"BM25, TF-IDF",0.025603392041748205,0.5178686380386353,0.03886258580757758,7.528601420187005,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"- The representatives of Statutory Auditors are permanent invitees to the Audit Committee meetings held quarterly, to approve financial results.
- The representatives of Statutory Auditors, Executives from Accounts department, Finance department, Corporate Secretarial department and Internal Audit department attend the Audit Committee meetings.
- The Lead Cost Auditor attends the Audit Committee meeting where cost audit report is discussed.
- The Internal Audit Department of the Company, co-sourced with professional firms of Chartered Accountants, reports directly to the Audit Committee.","Yes | 100\% |
| January 20, 2023 | Yes | Yes | Yes | 100\% |
| February 08, 2023 | Yes | Yes | Yes | 100\% |
| March 24, 2023 | Yes | Yes | Yes | 100\% |
| 9. Attendance of member | 100\% | 100\% | 100\% |  | The representatives of Statutory Auditors are permanent invitees to the Audit Committee meetings held quarterly, to approve financial results. The representatives of Statutory Auditors, Executives from Accounts department, Finance department, Corporate Secretarial department and Internal Audit department attend the Audit Committee meetings. The Lead Cost Auditor attends the Audit Committee meeting where cost audit report is discussed. The Chairman of the Committee was present at the last Annual General Meeting held on August 29, 2022. The Internal Audit Department of the Company, co-sourced with professional firms of Chartered Accountants, reports directly to the Audit Committee.

## Human Resources, Nomination and Remuneration

## Committee

## Composition

|  | Name of the Director | Designation |
| :--: | :--: | :--: |
| 1 | Adil Zainulthai |  |
| 2 | Reminder Singh Gujral |  |
| 3 | Dr. Shurnael Barwiji |  | | 4 | K. V. Chowdary | Member |
| Dr. Raghunath A. Mashelkar ceased to be a Director of the Company upon completion of his term on July 20, 2022 and consequently, ceased to be a member of the Committee. He had attended all the meetings of the Committee held up to July 20, 2022. |  |  |

## Brief terms of reference

Terms of Reference of the Committee inter alia include the following:

- Formulate the criteria for determining qualifications, positive attributes and independence of a Director and recommend to the Board a policy, relating to the remuneration of the Directors, Key Managerial Personnel and other employees.
- Formulate the criteria for evaluation of performance of the Independent Directors and the Board of Directors. - Devise a policy on Board Diversity.",121,ril_pdf_pages_semantic_p121_c2,"BM25, TF-IDF",0.024610822831727205,0.5058932304382324,0.03706127149781269,7.597297867200466,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"Reliance is committed to creating a supportive and inclusive work environment where employees feel valued, safe, connected, and treated with respect and empathy. | Reliance believes diversity gives an organisation a competitive edge, encourages innovation and vibrancy of thought and action.","## Human Capital

Developing empowered and compassionate leaders for shaping New India

## THE GROU
HIGHLIGHTS OF FY 2022-23
! [img-217.jpeg](img-217.jpeg)

Integrated and aligned with national and global standards

UN SDGs
! [img-218.jpeg](img-218.jpeg)

BRSR
! [img-219.jpeg](img-219.jpeg)

The one common, unifying
thread that runs through
everything at Reliance is the
spirit of CARE and EMPATHY
for its employees, customers,
communities and all other
stakeholders. The Company's
rise to become one of the world's
largest and most respected
organisations is a result of the
talent and determination of its
employees. Today, Reliance
is grooming a new generation
of leaders who are driven and
passionate about building
a New India and a better
tomorrow for humanity. The Company believes that
healthy interpersonal relations
create happy organisations. Reliance is committed to
engaging and aligning its
employees to its goals to ensure
that the Company can continue
to create sustainable value for
stakeholders. Reliance strongly emphasises its
""We Care"" philosophy, which is
deeply ingrained in the Company's
culture. The Company's unique care
and compassion-led organisational
culture has powered its unparalleled
success for over four decades. The culture is designed to nurture
achievers who believe in themselves
and the Company's ability to
break new ground, build and grow
paradigm-changing ventures while
always leading with honesty and
integrity. The Company and its
leadership are primarily responsible
for protecting and promoting this
culture by equipping its human
capital with knowledge, experience
and an unwavering commitment to
professional ethics and discipline. ## 2,95,98,180

PERSON-HOURS OF TRAINING
ACROSS THE GROUP

## Management Approach

Reliance is one of India's most
preferred and largest private sector
employers, known for its strong and
equitable human capital strategy. Reliance is committed to creating
a supportive and inclusive work
environment where employees
feel valued, safe, connected, and
treated with respect and empathy. During the year, people manage
trainings were conducted regulari
to better understand and develop
skilbets for building psychol
safewishers and proactively
addressing mental well-being issues. R-Manager, a learning programme,
has been launched to equip first-time
managers with essential people
management skills. Additionally,
various leadership development
programmes like CAP, FUYER,
and STEP UP help to nurture and
empower young leaders, guide
them on internalising the Founder's
Mindset, and build Leadership
Capital in the organisation. Reliance believes diversity gives
an organisation a competitive
edge, encourages innovation and
vibrancy of thought and action.",93,ril_pdf_pages_semantic_p93_c0,"BM25, TF-IDF",0.022983976884686105,0.49775248765945435,0.03442430855534601,5.510256750845009,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,"16.1 Secured Non-Convertible Debentures referred above to the extent of: \# 6,105-core (Previous Year \# 7,626) (core) are secured by hypothecation of all the movable plant and machinery, both present and future, located at Hazira and Dahej Manufacturing Divisions of the Company.","|  | As at <br> 31st March, 2023 | As at <br> 31st March, 2022 |  |
| :--: | :--: | :--: | :--: |
| Appropriations |  |  |  | | Dividend on Equity Shares | $(5,083)$ | $(4,297)$ |  | | Dividend per Share $¥ 9$ (Previous Year $¥ 7$ ) | |  |  |
| Transferred from/(to) Special Economic Zone Reinvestment Reserve | 8,960 | $(4,135)$ |  |
| | 97,125 | 72,545 |  | | Other Comprehensive Income (OCI) |  |  |  |
| As per last Balance Sheet | 54,709 | 56,688 |  |
| Movement in OCI (Net) during the year | $(8,124)$ | $(1,979)$ |  |
| | 46,585 | 54,709 |  |
| Total | 4,72,328 | 4,64,762 |  |
|  |  |  | (f in cross) |
|  | As at <br> 31st March, 2023 | As at <br> 31st March, 2022 |  |
|  | Non-Current | Current | Non-Current | Current |
| 16. Borrowings |  |  |  |
| Secured - At Amortised cost | |  |  | | Non-Convertible Debentures | 2,008 | 4,097 | 6,626 | 1,000 |
| | 2,008 | 4,097 | 6,626 | 1,000 |
| Unsecured - At Amortised Cost |  |  |  | | Non-Convertible Debentures | 11,321 | 14,389 | 26,902 | 12,114 |
| Bonds | 59,538 | 655 | 55,549 | 605 |
| Term Loans- from Banks | 62,597 | 24,444 | 77,752 | 3,675 |
| Term Loans - from Others | 97 | 305 | 402 | 540 |
|  | 1,33,553 | 39,793 | 1,60,605 | 16,934 |
| Total | 1,35,561 | 43,890 | 1,67,231 | 17,934 |

16.1 Secured Non-Convertible Debentures referred above to the extent of:
\# 6,105-core (Previous Year \# 7,626) (core) are secured by hypothecation of all the movable plant and machinery, both present and future, located at Hazira and Dahej Manufacturing Divisions of the Company. 16.2 Maturity Profile and Interest Rate of Non-Convertible Debentures are as set out below:
a) Secured:

| |  |  |  |  |  |  | (f in cross) |
| :--: | :--: | :--: | :--: | :--: | :--: | :--: | :--: |
| Rate of Interest | Non-Current * |  |  |  | | Current* |  |
|  | 2023-28 | 2023-28 | 2024-25 |  |",179,ril_pdf_pages_semantic_p179_c0,"BM25, TF-IDF",0.024562989752863168,0.48149794340133667,0.03639001880265489,6.475573526123122,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"The Companies Act, 2013 ('the Act') and the rules made thereunder;
ii. The Securities Contracts (Regulation) Act, 1956 ('SCRA') and the rules made thereunder - Not Applicable as the Securities of the Company are not listed on any Stock Exchange
iii. The Depositories Act, 1996 and the Regulations and Bye-laws framed thereunder;
iv. The Foreign Exchange Management Act, 1999 and the rules and regulations made thereunder to the extent of Foreign Direct Investment, Overseas Direct Investment and External Commercial Borrowings: Not Applicable to the extent of External Commercial Borrowings;
v. The following Regulations and Guidelines prescribed under the Securities and Exchange Board of India Act, 1992 ('SEBI Act'): are Not Applicable as the Securities of the Company are not listed on any Stock Exchange:
a. The Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011except to the extent of being a promoter as defined, of a listed entity;
b. The Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015;
c. The Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) Regulations, 2018;
d. The Securities and Exchange Board of India (Share Based Employee Benefits and Sweat Equity) Regulations, 2021; e. The Securities and Exchange Board of India (Registrars to an Issue and Share Transfer Agents) Regulations, 1993 regarding the Companies Act and dealing with client;
f. The Securities and Exchange Board of India (Delisting of Equity Shares) Regulations, 2021;
g. The Securities and Exchange Board of India (Buyback of Securities) Regulations, 2018;",137,ril_pdf_pages_semantic_p137_c1,"BM25, TF-IDF",0.031818181818181815,0.0,0.031818181818181815,12.183965585727378,4
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"If the contribution payable to the scheme for service received before the balance sheet date exceeds the contribution already paid, the deficit payable to the scheme is recognised as a liability. If the contribution already paid exceeds the contribution due for services received before the balance sheet date, then excess is recognised as an asset to the extent that the pre-payment will lead to, for example, a reduction in future payment or refund. ## Defined Benefit Plans

The Group pays gratuity to the employees who have completed five years of service at the time of resignation/superannuation. The gratuity is paid $g 05$-days basic salary for every completed year of service as per the Payment of Gratuity Act, 1972. The gratuity liability amount is contributed to the approved gratuity fund formed exclusively for gratuity payment to the employees. The gratuity fund has been approved by respective Income Tax authorities. The liability in respect of gratuity and other post-employment benefits is calculated using the Projected Unit Credit Method and spread over the period during which the benefit is expected to be derived from employees' services. Remeasurement gains and losses arising from adjustments and changes in actuarial assumptions are recognised in the period in which they occur, in Other Comprehensive Income. ## Employee Separation Costs

The Group recognises the employee separation cost when the scheme is announced and the Group is demonstrably committed to it. ## (n) Tax Expenses

The tax expenses for the period comprises of Current Tax and Deferred Income Tax. Tax is recognised in Consolidated Statement of Profit and Loss, except to the extent that it relates to items recognised in the Other Comprehensive Income. In which case, the tax is also recognised in Other Comprehensive Income. i. Current Tax

Current tax assets and liabilities are measured at the amount expected to be recovered from or paid to the taxation
authorities, based on tax rates and laws that are enacted at the Balance sheet date.
ii. Deferred Tax

Deferred Tax is recognised on temporary differences between the carrying amounts of assets and liabilities in the financial statements and the corresponding tax bases used in the computation of taxable profit. Deferred Tax Assets are recognised to the extent it is probable that taxable profit will be available against which the deductible temporary differences, and the carry forward of unused tax losses can be utilised.",213,ril_pdf_pages_semantic_p213_c1,"BM25, TF-IDF",0.031024531024531024,0.0,0.031024531024531024,8.597652292303787,2
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"Employee Separation Costs: The Company recognises the employee separation cost when the scheme is announced, and the Company is demonstrably committed to it. ## (m) Tax Expenses

The tax expenses for the period comprises of current tax and deferred income tax. Tax is recognised in Statement of Profit and Loss except to the extent that it relates to items recognised in the Other Comprehensive Income. In which case, the tax is also recognised in Other Comprehensive Income. ## i. Current Tax

Current tax assets and liabilities are measured at the amount expected to be recovered from or paid to the Income Tax authorities, based on tax rates and laws that are enacted at the Balance sheet date.
ii. Deferred Tax

Deferred tax is recognised on temporary differences between the carrying amounts of assets and liabilities in the Financial Statements and the corresponding tax bases used in the computation of taxable profit. Deferred tax assets are recognised to the extent it is probable that taxable profit will be available against which the deductible temporary differences, and the carry forward of unused tax losses can be utilised. Deferred tax liabilities and assets are measured at the tax rates that are expected to apply in the period in which the liability is settled or the asset realised, based on tax rates (and tax laws) that have been enacted or substantively enacted by the end of the reporting period. The carrying amount of Deferred tax liabilities and assets are reviewed at the end of each reporting period. ## (n) Share Based Payments

Equity-settled share based payments to employees and others providing similar services are measured at the fair value of the equity instruments at the grant date. Details regarding the determination of the fair value of equity-",166,ril_pdf_pages_semantic_p166_c3,"BM25, TF-IDF",0.030117753623188408,0.0,0.030117753623188408,8.006216265331947,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"The change in the provision due to the unwinding of discount is recognised in the Statement of Profit and Loss.
(k) Contingent Liabilities

Disclosure of contingent liability is made when there is a possible obligation arising from past events, the existence of which will be confirmed only by the occurrence or non-occurrence of one or more uncertain future events not wholly within the control of the Company or a present obligation that arises from past events where it is either not probable that an outflow of resources embodying economic benefits will be required to settle or a reliable estimate of amount cannot be made. (I) Employee Benefits Expense

Short-Term Employee Benefits
The undiscounted amount of short-term employee benefits expected to be paid in exchange for the services rendered by employees are recognised as an expense during the period when the employees render the services. ## Post-Employment Benefits

## Defined Contribution Plans

The Company recognises contribution payable to the provident fund scheme as an expense, when an employee renders the related service. If the contribution payable to the scheme for service received before the balance sheet date exceeds the contribution already paid, the deficit payable to the scheme is recognised as a liability. If the contribution already paid exceeds the contribution due for services received before the balance sheet date, then excess is recognised as an asset to the extent that the pre-payment will lead to a reduction in future payment or a cash refund.

## Defined Benefit Plans

The Company pays gratuity to the employees who have completed five years of service with the Company at the time of resignation/ superannuation. The gratuity is paid $g / \mathrm{G}$ days basic salary for every completed year of service as per the Payment of Gratuity Act, 1972. The gratuity liability amount is contributed to the approved gratuity fund formed exclusively for gratuity payment to the employees. The gratuity fund has been approved by respective Income Tax authorities. The liability in respect of gratuity and other post-employment benefits is calculated using the Projected Unit Credit Method and
spread over the period during which the benefit is expected to be derived from employees' services. Remeasurement gains and losses arising from adjustments and changes in actuarial assumptions are recognised in the period in which they occur in Other Comprehensive Income.",166,ril_pdf_pages_semantic_p166_c2,"BM25, TF-IDF",0.030090497737556562,0.0,0.030090497737556562,8.525041540215607,4
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"## Secretarial Audit Report of Reliance 3io Infocomm Limited

## For the Financial Year ended March 31, 2023

(Pursuant to Section 204 (1) of the Companies Act, 2013 and Rule No.9 of the Companies
(Appointment and Remuneration of Managerial personnel) Rules, 2014) To

## The Members

## Reliance 3o Infocomm Limited,

Office - 101, Saffron, Nr. Centre Point
Panchwati S Rasta, Ambawadi
Ahmedabad 38(003) We have conducted the Secretarial Audit of the compliance of applicable statutory provisions and the adherence to good corporate practices by Reliance 3o Infocomm Limited, (CIN: U72900G32007PLc705869) (hereinafter called the 'Company') for the financial year ended March 31, 2023 ('period under audit'). Secretarial Audit was conducted in a manner that provided us with a reasonable basis for evaluating the Company's corporate conducts/statutory compliances and for expressing our opinion thereon. Based on our verification of the Company's books, papers, minute books, forms and returns filed and other records maintained and provided to us including through access to the Company's in-house portal as also the information provided by the Company, its officers, agents and authorized representatives, during the conduct of Secretarial Audit, we hereby report that in our opinion, the Company has, during the period under audit, complied with the statutory provisions listed hereunder and also that the Company has proper Board-processes and compliance-mechanism in place to the extent, in the manner and subject to the reporting made hereinafter. We have examined the books, papers, minute books, forms and returns filed and other records maintained by the Company for the period under audit according to the provisions of:
I. The Companies Act, 2013 (""the Act"") and the Rules made thereunder;
II. The Depositories Act, 1996 and the Regulations and Bye-laws framed thereunder;
III. The Securities Contracts (Regulation) Act, 1956 and the Rules made thereunder;
IV. The Foreign Exchange Management Act, 1999 and the Rules/ Regulations made thereunder to the extent of Overseas Direct Investments and External Commercial Borrowings;
V. The Securities and Exchange Board of India (Issue and Listing of Non-Convertible Securities) Regulations, 2021;
VI. The Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015; As on March 31, 2023, 50,000 6.20\% Unsecured Redeemable Non-Convertible Debentures of face value of $\$ 10$ lakh each, aggregating to $\$ 5,000$ ccore, were listed on BSE Limited and the National Stock Exchange of India Limited.
VII.",134,ril_pdf_pages_semantic_p134_c0,"BM25, TF-IDF",0.02967032967032967,0.0,0.02967032967032967,8.709409454890295,4
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"Based on my verification of the Company's books, papers, minute books, forms and returns filed and other records maintained by the Company and also the information provided by the Company, its officers, agents and authorized representatives during the conduct of Secretarial Audit, I hereby report that in my opinion, the Company has, during the Audit Period covering the financial year ended on 31 March 2023 (Audit Period') complied with the statutory provisions listed hereunder and also that the Company has proper Boardprocesses and compliance-mechanism in place to the extent, in the manner and subject to the reporting made hereinafter:
I have examined the books, papers, minute books, forms and returns filed and other records maintained by the Company for the financial year ended on 31 March 2023 according to the provisions of:
(i) The Companies Act, 2013 (the Act) and the rules made thereunder;
(ii) The Securities Contracts (Regulation) Act, 1956 and the rules made thereunder;
(iii) The Depositories Act, 1996 and the Regulations and Bye-laws framed thereunder;
(iv) The Foreign Exchange Management Act, 1999 and the rules and regulations made thereunder to the extent of Foreign Direct Investment, Overseas Direct Investment and External Commercial Borrowings;
(v) The following Regulations prescribed under the Securities and Exchange Board of India Act, 1992 ('SEBI Act'):
(a) The Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011;
(b) The Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015;
(c) The Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) Regulations, 2018 (Not applicable to the Company during the Audit Period);
(d) The Securities and Exchange Board of India (Share Based Employee Benefits and Sweat Equity) Regulations, 2021;
(e) The Securities and Exchange Board of India (Issue and Listing of Non-Convertible Securities) Regulations, 2021;
(f) The Securities and Exchange Board of India (Registrars to an Issue and Share Transfer Agents) Regulations, 1993 regarding the Act and dealing with client (Not applicable to the Company during the Audit Period);
(g) The Securities and Exchange Board of India (Defeiting of Equity Shares) Regulations, 2021; (Not applicable to the Company during the Audit Period);
(h) The Securities and Exchange Board of India (Buy-Back of Securities) Regulations, 2018 (Not applicable to the Company during the Audit Period) and
(i) The Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015
I have also examined compliance with the applicable clauses of the following:
(i) Secretarial Standards with respect to Meetings of the Board of Directors (SS-1) and General Meetings (SS-2) issued by the Institute of Company Secretaries of India; and
(ii) Listing Agreements entered into by the Company with BSE Limited and the National Stock Exchange of India Limited.",149,ril_pdf_pages_semantic_p149_c1,"BM25, TF-IDF",0.029206349206349208,0.0,0.029206349206349208,9.42636900883769,5
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"Based on our verification of the Company's books, papers, minute books, forms and returns filed and other records maintained by the Company and provided to us including through permitted access to the Company's in-house portal as also the information provided by the Company, its officers, agents and authorized representatives during the conduct of audit, we hereby report that in our opinion, the Company has, during the period under audit, complied with the statutory provisions listed hereunder and also that the Company has proper Board-processes and compliance-mechanism in place to the extent, in the manner and subject to the reporting made hereinafter. We have examined the books, papers, minute books, forms and returns filed and other records maintained by the Company for the period under audit according to the provisions of:
i. The Companies Act, 2013 (""the Act"") and the Rules framed thereunder;
ii. The Depositories Act, 1996 and the Regulations and Bye-laws framed thereunder; and
iii. Foreign Exchange Management Act, 1999 and the Rules and Regulations made thereunder to the extent of Foreign Direct Investment and Overseas Direct Investments. We have also examined compliance by the Company with the Secretarial Standard on Meetings of Board of Directors and its Committees (SS-1) and Secretarial Standard on General Meetings (SS-2) issued by the Institute of Company Secretaries of India. During the period under audit, the Company has complied with the provisions of the Act, Rules, Regulations, Standards, etc. mentioned above. During the period under audit, provisions of the following Acts, Rules and Regulations were not applicable to the Company:
i. Foreign Exchange Management Act, 1999 and the Rules and Regulations made thereunder to the extent they relate to External Commercial Borrowings;
ii. The Securities Contracts (Regulation) Act, 1956 and the Rules framed thereunder;
iii. The following Regulations and Guidelines prescribed under the Securities and Exchange Board of India Act, 1992:
a) The Securities and Exchange Board of India (Registrars to an Issue and Share Transfer Agents) Regulations, 1993 regarding the Act and dealing with clients;
b) The Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015;
c) The Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011;
d) The Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015; *",132,ril_pdf_pages_semantic_p132_c1,"BM25, TF-IDF",0.02877846790890269,0.0,0.02877846790890269,7.977276412318901,3
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,No relevant sentences found,"The GOI had directed the Company to instruct customers to deposit differential revenue on gas sales from D103 field on account of the prices determined under the guidelines converted to NCV basis and the prevailing price prior to $1^{\text {st }}$ November 2014 ( 54,205 per MMBTU) to be credited to the gas post account maintained by GAIL (India) Limited. The amount so deposited by customer to Gas Pool Account is $¥ 295$ core (net) as at $31^{\text {st }}$ March, 2023. Revenue has been recognized at the GOI notified prices on GCV basis, in respect of gas quantities sold from D103 field from $1^{\text {st }}$ November 2014. This amount in the Gas Pool Account has also been challenged under cost recovery arbitration and is pending adjudication. 36.4 (a) GOI sent a notice to the KG D6 Contractor on $4^{\text {th }}$ November, 2016 asking the Contractor to deposit approximately US $\$ 1.55$ billion on account of alleged gas migration from ONGC's blocks. The Company, as Operator, for and on behalf of all constituents of the Contractor, initiated arbitration proceedings against the GOI contesting its unhe clam. The Arbitral Tribunal vide its Final Award dated $24^{\text {th }}$ July, 2018 upheld Contractor's claims. GOI filed an appeal on $15^{\text {th }}$ November, 2018 before the Horible Delhi High Court, under section 34 of the Arbitration Act, against the Final Award of the Arbitral Tribunal. Vide Judgment dated $9^{\text {th }}$ May, 2023, the Horible Delhi High Court upheld the Arbitration Award dated $24^{\text {th }}$ July, 2018 in the Gas Migration dispute and dismissed GOI's appeal. (b) Arbitration was initiated by BG Exploration and Production India Limited and the Company (together the Claimants) against GOI on $16^{\text {th }}$ December, 2010 under Production Sharing Contracts (PSCs) for Panna - Mukta and Taptı blocks due to difference in interpretation of certain PSC provisions between Claimants and GOI. The Arbitral Tribunal by majority issued a final partial award ('2016 FPA'), and separately, two dissenting opinions in the matter on $12^{\text {th }}$ October, 2016. Claimants challenged certain parts of the 2016 FPA before the English Courts, which delivered its judgment on $18^{\text {th }}$ April, 2018 and remitted one of the challenged issues back to the Arbitral Tribunal for reconsideration.",195,ril_pdf_pages_semantic_p195_c2,"BM25, TF-IDF",0.02821939586645469,0.0,0.02821939586645469,7.4843317821977475,2
