User Query,Subqueries,Extracted Sentences,Chunk Context,Page,Document,Methods,Subqueries Used,Fused Score,Semantic Similarity,Final Score,Original Score,Context Score
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,How does the company oversee external contractors' performance and deliverables? | What strategies does the company employ to manage non-permanent employees effectively? | In what ways does the company handle temporary employees' onboarding and offboarding processes?,"The Company has implemented a globally benchmarked Health, Safety, and Environment (HSE) framework across all sites, services, and offices. | The Company's HSE policy complies with statutory requirements and covers all its employees and contractors.","INTEGRATED APPROACH TO SUSTAINABLE GROWTH
Human Capital | Parameter | ODC and EBP* |  | Retail* |  |  |
| :--: | :--: | :--: | :--: | :--: | :--: |
| Number of employees | 27,077 | 95,326 | 2,45,581 |  | 3,89,414 |
| Number of new hires | 5,692 | 70,498 | 1,79,971 |  | 2,62,558 |
| Number of voluntary separations | 2,742 | 41,898 | 1,19,229 |  | 1,67,391 |
| Differently abled employees | 47 | - | 1,583 |  | 1,646 |
| Number of female employees | 2,094 | 9,989 | 37,706 |  | 74,492 |
| Paternity leaves taken by employees | 581 | 3,328 | 1,729 |  | 6,016 |
| Employees back in the same year after Paternity leave | 548 | 3,272 | 1,503 |  | 5,878 |
| Maternity leave taken by employees | 54 | 467 | 428 |  | 1,040 |
| Employees back in the same year after Maternity leave | 53 | 447 | 354 |  | 932 |
| Total person-hours of training | 13,04,549 | 1,43,49,839 | 1,38,18,040 |  | 2,95,98,180 |

* CDC and EBP includes RIL Standalone and other Hydrocarbon entities. ** Conviolated data for the Group includes ODC, EBP, 3 ss, Retail, Media and other operations. $\dagger$ The Retail data is for an old employees only. ## Health, Safety and

Employee Well-being
Reliance prioritises protecting, promoting, and enhancing employee wellbeing. The statement ""Safety of persons overrides all production targets"" emphasises the importance the Company places on the safety and wellbeing of its human capital. Reliance has a goal of zero incidents and believes all injuries, occupational illnesses, and safety and environmental incidents are preventable. Reliance recognises healthy and safe working conditions as a human right and adheres to all local and national health and safety regulations. The Company has implemented a globally benchmarked Health, Safety, and Environment (HSE) framework across all sites, services, and offices. The Company's HSE policy complies with statutory requirements and covers all its employees and contractors. The policy terms are implemented through a systematic Operating Management System (OMS) that promotes execution excellence and compliance to manage Health, Safety, Security and Environment (HSSE) risks in daily operations. Implementing a standardised risk management process through the OMS has improved risk awareness and understanding among asset-facing personnel, who can now manage operational risks in real-time.",94,ril_pdf_pages_semantic_p94_c0,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.08099478695042149,0.5659071207046509,0.12683031362562114,4.02597691393835,2
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,How does the company oversee external contractors' performance and deliverables? | What strategies does the company employ to manage non-permanent employees effectively? | In what ways does the company handle temporary employees' onboarding and offboarding processes?,"The Company has constituted Internal Committee(s) (""ICs"") to redress and resolve any complaints arising under the POSH Act. | The Company also encourages 3PL service providers to commit to more women's participation in the workforce for packing and picking operations in warehouses and fulfilment centres.","DIVERSITY AND INCLUSION
! [img-225.jpeg](img-225.jpeg)

Educate: Sensitize and develop capabilities to foster an inclusive environment Encourage: Support of internal and external stakeholders, increase visibility

Enable: Support through infrastructure, practices and policies

Experience: Provide an inclusive experience to all employees and grow them as ambassadors
Effectiveness: Create, Measure, Monitor, Report and benchmark

## Prevention of Sexual Harassment of Women at Workplace Policy In accordance with the requirements of the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 (""POSH Act"") the Company has a policy with zero tolerance for any misconduct related to sexual harassment of women at the workplace. The Company has constituted Internal Committee(s) (""ICs"") to redress and resolve any complaints arising under the POSH Act. Training and awareness sessions are conducted throughout the year to enhance sensitivity at the workplace. ## Enriching Professional Development of Women

Reliance Retail's 6-month WIL Women Leaders Programme' which aims to develop high-potential women at the mid-level, saw 100 participants complete the course across 4 seasons, with 53\% being promoted or taking on broader roles. Currently, the Company has a 20\% women representation at the corporate level and $26 \%$ in stores. $12 \%$ of the Company's leadership are women, and the business is taking active steps to boost gender diversity at higher job levels. The Brand and Jewels businesses have the highest
percentage of women employees at $32 \%$ and $30 \%$, respectively. Reliance Retail also has two flagship programmes: ""Jagriti' and ""Pragati"" which aim to help women employees grow into managerial roles at stores. 583 stores are now led by women managers, with the grocery business having the most women-led stores at 249, followed by 119 in Trends. Reliance Retail has launched its 'Back Again' programme that offers a second career opportunity to women on a break. The unit has received 400+ profiles of women on career breaks in response to an internal referral campaign and has now launched an external outreach campaign for the programme. Through the Matrika programme, the HR Business Partner (HRBP) maintains constant contact with the women employees during their maternity break providing post-delivery care for their physical and mental health and other resources that help them return to work seamlessly. The Company also encourages 3PL service providers to commit to more women's participation in the workforce for packing and picking operations in warehouses and fulfilment centres.",96,ril_pdf_pages_semantic_p96_c0,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.04939243503440585,0.549443244934082,0.07653077481490564,4.04202090236445,2
To what extent and how does the company manage external contractors / non-permanent /temporary employees?,How does the company oversee external contractors' performance and deliverables? | What strategies does the company employ to manage non-permanent employees effectively? | In what ways does the company handle temporary employees' onboarding and offboarding processes?,"Reliance is committed to creating a supportive and inclusive work environment where employees feel valued, safe, connected, and treated with respect and empathy. | Reliance believes diversity gives an organisation a competitive edge, encourages innovation and vibrancy of thought and action.","## Human Capital

Developing empowered and compassionate leaders for shaping New India

## THE GROU
HIGHLIGHTS OF FY 2022-23
! [img-217.jpeg](img-217.jpeg)

Integrated and aligned with national and global standards

UN SDGs
! [img-218.jpeg](img-218.jpeg)

BRSR
! [img-219.jpeg](img-219.jpeg) The one common, unifying
thread that runs through
everything at Reliance is the
spirit of CARE and EMPATHY
for its employees, customers,
communities and all other
stakeholders. The Company's
rise to become one of the world's
largest and most respected
organisations is a result of the
talent and determination of its
employees. Today, Reliance
is grooming a new generation
of leaders who are driven and
passionate about building
a New India and a better
tomorrow for humanity. The Company believes that
healthy interpersonal relations
create happy organisations. Reliance is committed to
engaging and aligning its
employees to its goals to ensure
that the Company can continue
to create sustainable value for
stakeholders. Reliance strongly emphasises its
""We Care"" philosophy, which is
deeply ingrained in the Company's
culture. The Company's unique care
and compassion-led organisational
culture has powered its unparalleled
success for over four decades. The culture is designed to nurture
achievers who believe in themselves
and the Company's ability to
break new ground, build and grow
paradigm-changing ventures while
always leading with honesty and
integrity. The Company and its
leadership are primarily responsible
for protecting and promoting this
culture by equipping its human
capital with knowledge, experience
and an unwavering commitment to
professional ethics and discipline. ## 2,95,98,180

PERSON-HOURS OF TRAINING
ACROSS THE GROUP

## Management Approach

Reliance is one of India's most
preferred and largest private sector
employers, known for its strong and
equitable human capital strategy. Reliance is committed to creating
a supportive and inclusive work
environment where employees
feel valued, safe, connected, and
treated with respect and empathy. During the year, people manage
trainings were conducted regulari
to better understand and develop
skilbets for building psychol
safewishers and proactively
addressing mental well-being issues. R-Manager, a learning programme,
has been launched to equip first-time
managers with essential people
management skills. Additionally,
various leadership development
programmes like CAP, FUYER,
and STEP UP help to nurture and
empower young leaders, guide
them on internalising the Founder's
Mindset, and build Leadership
Capital in the organisation. Reliance believes diversity gives
an organisation a competitive
edge, encourages innovation and
vibrancy of thought and action.",93,ril_pdf_pages_semantic_p93_c0,"BM25, TF-IDF","SQ2, SQ3",0.050119661523841466,0.4977525472640991,0.07506685071534802,7.825143472100248,4
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. | This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all.","We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all. We have a defined policy framework for ethical conduct of businesses. We believe that any business conduct can be ethical only when it rests on the six core values viz. Customer Value, Ownership
our customers have benefited from high quality products delivered at extremely competitive prices. The essence of Corporate Governance lies in promoting and maintaining integrity, transparency and accountability in the management's higher echelons. The demands of Corporate Governance require professionals to raise their competence and capability levels to meet the expectations in managing the enterprise and its resources effectively with the highest standards of ethics. It has thus become crucial to foster and sustain a culture that integrates all components of good governance by carefully balancing the inter relationship among the Board of Directors, Board Committee, Finance, Compliance \& Assurance teams, Auditors and the Senior Management. Our employee satisfaction is reflected in the stability of senior management, ability to attract talent across various levels and substantially higher productivity. Above all, we feel honoured to be integral to India's social development. Details of several such initiatives are available in the Report on Corporate Social Responsibility. ## At RIL, Corporate Governance is

all about maintaining a valuable relationship and trust with all the stakeholders. We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all. We have a defined policy framework for ethical conduct of businesses. We believe that any business conduct can be ethical only when it rests on the six core values viz. Customer Value, Ownership
Mindset, Respect, Integrity, One Team and Excellence. At RIL, we believe that as we move closer towards our aspirations of being a global corporation, our Corporate Governance standards must be globally benchmarked.",115,ril_pdf_pages_semantic_p115_c1,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.07711012594651416,0.7104933261871338,0.1318963558129618,9.321311304609495,3
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. | This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all.","We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all. We have a defined policy framework for ethical conduct of businesses. We believe that any business conduct can be ethical only when it rests on the six core values viz. Customer Value, Ownership
our customers have benefited from high quality products delivered at extremely competitive prices. The essence of Corporate Governance lies in promoting and maintaining integrity, transparency and accountability in the management's higher echelons. The demands of Corporate Governance require professionals to raise their competence and capability levels to meet the expectations in managing the enterprise and its resources effectively with the highest standards of ethics. It has thus become crucial to foster and sustain a culture that integrates all components of good governance by carefully balancing the inter relationship among the Board of Directors, Board Committee, Finance, Compliance \& Assurance teams, Auditors and the Senior Management. Our employee satisfaction is reflected in the stability of senior management, ability to attract talent across various levels and substantially higher productivity. Above all, we feel honoured to be integral to India's social development. Details of several such initiatives are available in the Report on Corporate Social Responsibility. ## At RIL, Corporate Governance is

all about maintaining a valuable relationship and trust with all the stakeholders. We consider stakeholders as partners in our success and remain committed to maximising stakeholders' value, be it Customers, Local Communities, Employees, Suppliers \& Distributors, Trade Unions, NGOs, Investors \& Shareholders and Government \& Regulatory Authorities. This approach to value creation emanates from RIL's belief that sound governance system, based on relationship and trust, is integral to creating enduring value for all. We have a defined policy framework for ethical conduct of businesses. We believe that any business conduct can be ethical only when it rests on the six core values viz. Customer Value, Ownership
Mindset, Respect, Integrity, One Team and Excellence. At RIL, we believe that as we move closer towards our aspirations of being a global corporation, our Corporate Governance standards must be globally benchmarked.",115,ril_pdf_pages,Dense,"SQ1, SQ2, SQ3",0.044078144078144074,0.7104933261871338,0.07539537127638037,0.20676177740097046,3
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"""Reliance designs and manages a sustainable and responsible business model that recognises the significant role stakeholders play in shaping the Company's long-term success."" | ""Relevant stakeholder engagement mechanisms were used to capture the inputs of the identified stakeholders on the potential material issues."" | ""Stakeholders' responses were collected and collated, and a detailed response analysis was completed to understand their perception of the impact of probable material topics on Reliance.""","# Understanding the Material Issues 

Reliance is committed to proactively identifying and responding to the most pertinent needs of stakeholders and its business to create long-term value for all. Prioritising the interests of its stakeholders allows Reliance to develop stronger relationships with them, resulting in positive business outcomes such as increased revenue, market share, and brand reputation. Reliance designs and manages a sustainable and responsible business model that recognises the significant role stakeholders play in shaping the Company's long-term success. ## Materiality Approach

Reliance operates in dynamic environments. The Company continually assesses issues that are most material to its business and stakeholders and prioritises critical topics that need to be addressed as part of its business activities. Reliance conducted a materiality assessment for the listed entity in FY 2021-22 to identify material issues based on international reporting standards. The assessment also prioritised key internal and external stakeholders with the most impact and influence on Reliance. Relevant stakeholder engagement mechanisms were used to capture the inputs of the identified stakeholders on the potential material issues. Each potential material issue was analysed in detail, taking into account the inputs from stakeholders and management. The material topics were then prioritised based on both management and stakeholder perspectives. ## Materiality Assessment Methodology

! [img-197.jpeg](img-197.jpeg) ## Key External

Stakeholder Groups

## Shareholders/Investors

## Customers

Suppliers
NGOs

## Stakeholder Response Evaluation:

Stakeholders' responses were collected and collated, and a detailed response analysis was completed to understand their perception of the impact of probable material topics on Reliance. Material Topic Prioritisation: The result of the analysis threw up a list of material topics that were considered the most material for Reliance based on their priority and overall impact. ## Material Topics

! [img-198.jpeg](img-198.jpeg)

## Our Material Topics

! [img-199.jpeg](img-199.jpeg)

- Natural Capital
- Human Capital
- Manufactured Capital
- Intellectual Capital
- Financial Capital
- Social and Relationship Capital
- Risk Management
- Governance
- Human Rights
- HAGE 195
- Business Ethics, Integrity and Transparency
- HAGE 195
- Regulatory issues and Compliance
- HAGE 228
- Grievance Redressal Mechanisms
- HAGE 195
- Risk Management
- HAGE 195, 196
- Economic Performance
- HAGE 44
- Code of Conduct
- HAGE 231",83,ril_pdf_pages_semantic_p83_c0,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.05392729311450921,0.6897796392440796,0.09112524190444511,4.860156431561451,2
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"- By staying informed about these policies and engaging with relevant stakeholders, the Company can identify new opportunities and challenges and develop strategies to achieve its goals while ensuring compliance.
- Community development, public infrastructure development, community health and wellbeing
- Community needs and expectations, financial and medical support, health, nutrition, and livelihood enhancing efforts, building capacities and training","By contributing to the upliftment and growth of local communities, the Company can build a positive reputation, establish trust, and create synergistic relationships with the community members. ## Government and Regulatory Authorities

Government policies and regulations are important factors that can shape the business environment in which Reliance operates. By staying informed about these policies and engaging with relevant stakeholders, the Company can identify new opportunities and challenges and develop strategies to achieve its goals while ensuring compliance. ## Coverage

- Reliance Foundation
- Reliance Foundation Institution of Education and Research
- CSR Divisions: Retail, Digital Services, OZC, E\&P

A

- Manufacturing division CSR teams
- Reliance Foundation
- Reliance Foundation Youth Sports
- Reliance Foundation Institution of Education and Research

Frequency of Communication
Annually, ongoing partnerships

Annually, ongoing
partnerships

## Engagement Topics

Community development, public infrastructure development, community health and wellbeing

Community needs and expectations, financial and medical support, health, nutrition, and livelihood enhancing efforts, building capacities and training

## Engagement Channels

Meetings and correspondence, participatory development activities, project planning and implementation meetings, capacity building and communities of practice

Meetings, newsletters, surveys, fieldwork and trainings, digital services, virtual engagements

Industry representations, filings, correspondence, meetings",81,ril_pdf_pages_semantic_p81_c1,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.08638315126789639,0.6698368787765503,0.1442457716920667,11.017262247052924,3
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"Recognising the power of collaboration, we believe that joining forces with diverse stakeholders creates a collective force for positive change. | Through partnerships and shared expertise, we aim to amplify our sustainability impact and co-create innovative solutions for complex societal and environmental challenges. | Embracing double materiality, we integrate stakeholder concerns into our strategies, evaluating the cross-impact of material issues on the environment, society, and our business.","# Collaboration as a Catalyst for Change 

We are dedicated to serving India with care, empathy, and humility, aligning our efforts with environmental and social considerations, guided by good governance principles. Recognising the power of collaboration, we believe that joining forces with diverse stakeholders creates a collective force for positive change. Through partnerships and shared expertise, we aim to amplify our sustainability impact and co-create innovative solutions for complex societal and environmental challenges. Embracing double materiality, we integrate stakeholder concerns into our strategies, evaluating the cross-impact of material issues on the environment, society, and our business. This holistic assessment enhances transparency and enriches our ESG disclosures. ## INCREASE IN RENEWABLE ENERGY

## CONSUMPTION

115\%

## INDIA'S LARGEST CORPORATE

CSR PROGRAMME
$\$ 1,271$ CRORE

## INDEPENDENT DIRECTORS

7

## Driving Decarbonisation for a Greener World

Recognising climate change as a global threat, our aim is to achieve Net Carbon Zero by 2035. We are developing solutions for decarbonisation and harnessing innovative technologies to combat it. By investing in renewables and alternative energy, we are reshaping our operations in the renewable energy sector. Our goal is to provide affordable green energy while prioritising the collective well-being of humanity. ## 2035

## RIL's net

carbon zero target

## 2030

To enable and establish 100 GW solar energy target

Collaborative Sustainable Transportation
Through 3o-bp, we have established multiple partnerships with global leaders to advance the ecosystem of batteries and charging infrastructure

## Empowering Communities Through Upskilling

Our social initiatives, led by Reliance Foundation, are empowering communities. We are ensuring equal opportunities for all through digital inclusion. Consumer empowerment lies at the heart of our efforts, championing fair practices and customer-centricity. Our focus on energy access is lighting up lives, fuelling progress, and paving a brighter future. Together, we are rewriting the script of social change. ## Enriching Lives

Through 'We Care' Our 'We Care' initiative ensures a nurturing and supportive environment for our employees and their families. It encompasses physical, mental, social, spiritual, and financial wellness.
! [img-69.jpeg](img-69.jpeg)

## Building Success Through Governance

Robust corporate governance forms the foundation of our operations, ensuring transparency, accountability, and effective risk management. By adhering to rigorous governance practices, we are well-equipped to navigate challenges and seize emerging opportunities. Our proactive risk management strategies enable us to identify and mitigate potential risks while capitalising on new avenues for growth.",17,ril_pdf_pages_semantic_p17_c0,"BM25, TF-IDF","SQ2, SQ3",0.056577380952380955,0.6669925451278687,0.09431407227047853,10.419012476266994,4
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"Regular interactions with various trade associations/ councils help in anticipating regulatory environment and through attuning to any policy changes. | The Company's code of conduct, training as well as focus on ensuring IOOS compliance and continuous monitoring have enabled a mature, digitally-enabled compliance framework.","Through rigorous data analysis, physical audits and investigations, the team has been able to identify critical gaps in existing processes/systems/
tech issues which lend themselves to exploitation on Ecom platform. In addition, an online fraud prevention service (engine) is also envisaged as part of long term solution. ## Compliance and Control Risks

Regulatory Compliance Risks
Impact on: (1) , all businesses

## Risk Description

Increased regulatory scrutiny has raised the bar on regulatory compliance. This requires alignment of corporate performance objectives, with regulatory compliance requirements. COVID-19 has led the government to announce a range of notifications which companies need to adopt swiftly and effectively. Changes in the regulatory environment, licensing processes and timelines could potentially impede the ease of doing business. ## Risk Response

Reliance has adopted a digitallyenabled comprehensive compliance management framework. It is integrated with business processes, risks and controls. Changes in regulations are also tracked and integrated within the Reliance Compliance Management System. Effective control and efficient oversight of the senior management is ensured by cascading the
responsibility matrix till the last performer of the activity. Apart from assurance through three lines of defense, compliances are also periodically monitored through the Segment Compliance Committees and the Group Compliance Committee. Regular interactions with various trade associations/ councils help in
anticipating regulatory environment and through attuning to any policy changes. The Company's code of conduct, training as well as focus on ensuring IOOS compliance and continuous monitoring have enabled a mature, digitally-enabled compliance framework.",71,ril_pdf_pages,Dense,"SQ1, SQ2, SQ3",0.04020911231131422,0.6506518125534058,0.06637124411783428,0.06583422422409058,1
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"The Company continuously emphasises the significance of building and maintaining strong relationships with key stakeholders such as customers, communities, and supply chain partners. | Reliance has adopted a customer-centric approach to understand the needs and preferences of its customers and provide tailored experiences and services that best meet their evolving needs. | The Company will continue to prioritise the development of a robust and sustainable supply chain, working closely with suppliers to manage disruptions, improve efficiency, and drive innovation.","Reliance ensures 500\% compliance with laws and regulations related to contract worker wages payment verification, contractor worker safety focus, and contract worker PPE norms by work type. Community Support: Reliance encourages the use of ""near plant"" community in its contracts. Regeneration and Safe Disposal: The Company promotes the recycling of scrap thermal insulation, rejuvenation of hydro treating catalysts for refinery, sale of e-waste, used oil, used batteries, used catalyst, and plastic waste to vendors authorised by SPCB/CPCB, and recovery and recycling of all recyclable waste. ## Robust Supplier Evaluation Criteria

The company follows a rigorous screening process for supplier registration and assessment during pre- and post-award stages. The Supplier Code of Conduct, is the basis of the company's relationship with its suppliers. Reliance strengthens its commitment to the Supplier

Code of Conduct by seeking explicit acceptance from its suppliers. The company also facilitates measures to comply with Anti-Money Laundering, Anti-Bribery, and Prevention of Corruption Act and its own Supplier Code of Conduct. The Ethics Committee and compliance functions undertake regulatory compliance and counterparty checks, real-time screening, and investigations to curb unlawful behaviour by suppliers. Reliance has also subscribed to Ecclvads Sustainable Procurement solution to assess value chain partners in the O2C business on 21 parameters covering four major criteria Environment, Labour \& Human Rights, Ethics and Sustainable Procurement. As on March 31, 2023, the Company has engaged with over 90\% of suppliers on the aforementioned assessment, of which 11\% have completed the assessment. # WAY FORWARD 

As a leading multinational conglomerate, Reliance prioritises strengthening social and relationship capital to drive long-term growth and success. The Company continuously emphasises the significance of building and maintaining strong relationships with key stakeholders such as customers, communities, and supply chain partners. Reliance has adopted a customer-centric approach to understand the needs and preferences of its customers and provide tailored experiences and services that best meet their evolving needs. Combined with a world-class, differentiated experience, Reliance will further enhance long-term shareholder value and expand outreach to an expanded customer base. The Company will continue to prioritise the development of a robust and sustainable supply chain, working closely with suppliers to manage disruptions, improve efficiency, and drive innovation. Reliance is developing and strengthening
its value chain relationships to better leverage the expertise and resources of its partners to accelerate growth and innovation.",112,ril_pdf_pages_semantic_p112_c2,"BM25, TF-IDF","SQ1, SQ2, SQ3",0.08423462041338559,0.6455837488174438,0.13861512244007343,11.169091488738875,4
"How does the organization interact with its different stakeholders (customers, users, suppliers, employees, regulators, investors, government, society)?",How does the organization engage with customers and users to meet their needs and expectations? | What strategies does the organization employ to maintain positive relationships with suppliers and ensure smooth operations? | How does the organization navigate regulatory requirements and interact with government bodies to ensure compliance and transparency?,"The Company has always prioritised value creation for stakeholders and engaged with them transparently to understand and address their concerns. | Stakeholder engagement continues to be Reliance's key pathway to nurture the Company's growth trajectory, revisit existing goals and determine new heights to ascend. | Reliance provides a progressive and positive workplace that encourages employee development and enhances job satisfaction. | Reliance aims to strengthen its position as a preferred brand through a customer-centric approach and understanding and meeting the dynamically changing needs of customers. | Reliance maintains long-term relationships with its suppliers and requires them to comply with its Business Partner Code of Conduct policy. | Reliance collaborates with NGOs to foster holistic and inclusive development of communities and expand the impact and reach of its CSR interventions. | Reliance prioritises the well-being of surrounding communities, which strengthens its social license to operate.","# Maximising Shared Value 

The continued success of Reliance results from its power to dream and do and the unwavering trust and support of its stakeholders. The Company has always prioritised value creation for stakeholders and engaged with them transparently to understand and address their concerns. Together, the Company and its stakeholders have found ways to grow, break new ground and walk uncharted paths of success. Stakeholder engagement continues to be Reliance's key pathway to nurture the Company's growth trajectory, revisit existing goals and determine new heights to ascend.
! [img-195.jpeg](img-195.jpeg)

Employees
Reliance provides a progressive and positive workplace that encourages employee development and enhances job satisfaction. Staying invested in its employees helps Reliance increase productivity, reduce turnover, and foster a culture of innovation

## Customer

Reliance aims to strengthen its position as a preferred brand through a customercentric approach and understanding and meeting the dynamically changing needs of customers. ## Costomers

Reliance aims to strengthen its position as a preferred brand through a customercentric approach and understanding and meeting the dynamically changing needs of customers. ## Supply

Reliance maintains long-term relationships with its suppliers and requires them to comply with its Business Partner Code of Conduct policy. The Company believes that its suppliers play a crucial role in responsible sourcing and upholding quality and standards. ## Coverage

- Human Resources
- Corporate Services
- Medical Services
- Security Services

A

- Investor Relations
- Secretarial \& Business

Compliance

Business Teams:

- Retail
- Digital Services
- OZC
- E\&P

F

## Frequency of Communication

Annually, quarterly, monthly, need-based, real-time

Annually, half-yearly, quarterly, monthly, need-based

Annually, monthly, need-based, real-time

## Engagement Topics

Employee wellbeing, health and safety, performance reviews, career development conversations, training, and upskilling

Financial performance, growth plans and strategies, shareholder returns and dividends

Customer experience, product and service quality, Reliance's response to demands and expectations

Terms and conditions, procedures, and payments

## Engagement Channels

| Ernails, SMS, meetings, surveys, feedback, letters, website and internal portals | Meetings, conferences, investor calls, roadshows and correspondence | Meetings, surveys, web portals | Meetings and Annual Reports, compliance filings |
| :--: | :--: | :--: | :--: |

## NGO

Reliance collaborates with NGOs to foster holistic and inclusive development of communities and expand the impact and reach of its CSR interventions. ## Communities

Reliance prioritises the well-being of surrounding communities, which strengthens its social license to operate.",81,ril_pdf_pages_semantic_p81_c0,"BM25, TF-IDF","SQ1, SQ2",0.063136997575461,0.6322072744369507,0.10305266672877555,16.676500866865908,5
